# file: Allelelist_history.txt
# date: 2025-12-10
# version: IPD-KIR 2.15.0
# origin: https://github.com/ANHIG/IPDKIR/Allelelist_history.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allelelist_history.txt
# author: IPD Team (ipdsubs@anthonynolan.org)
KIR_ID,2150,2140,2130,2120,2110,2100,2090,2080,2071,2070,2060,2050,2040,2030,2020,2010,2001,2000,1040,1030,1021,1020,1011,1010,1000
KIR00234,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,KIR3DL3*01405,NA,NA,NA,NA,NA,NA,NA
KIR00235,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,KIR3DL3*031,NA,NA,NA,NA,NA,NA,NA
KIR00236,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,KIR3DS1*050,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00237,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,KIR3DL2*022,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00238,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,KIR3DL1*051,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00239,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,KIR3DL1*052,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00240,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,KIR3DL1*053,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00241,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,KIR3DL1*054,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00242,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*0030101,KIR2DP1*003,KIR2DP1*003,KIR2DP1*003,NA,NA,NA,NA,NA,NA,NA
KIR00243,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,KIR3DS1*055,NA,NA,NA,NA,NA,NA,NA
KIR00244,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*0080101,KIR2DL5B*00801,KIR2DL5B*00801,KIR2DL5B*00801,NA,NA,NA,NA,NA,NA,NA
KIR00245,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,KIR2DL5B*009,NA,NA,NA,NA,NA,NA,NA
KIR00248,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,KIR2DL5B*0020102,NA,NA,NA,NA,NA,NA,NA
KIR00249,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,KIR2DL5A*0050102,NA,NA,NA,NA,NA,NA,NA
KIR00250,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,KIR3DL1*056,NA,NA,NA,NA,NA,NA,NA
KIR00251,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,KIR3DL1*057,NA,NA,NA,NA,NA,NA,NA
KIR00252,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*00501,KIR2DS1*005,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00253,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,KIR2DS1*006,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00254,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,KIR2DS1*00302,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00255,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,KIR2DS1*00202,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00256,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*00502,KIR2DS1*007,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00258,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,KIR2DS4*008,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00259,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,KIR2DL5A*00102,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00260,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,KIR2DL5A*00103,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00261,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,KIR3DS1*058,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00262,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,KIR2DL5A*00104,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00263,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,KIR2DL5A*00105,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00264,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,KIR2DL5B*010,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00265,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,KIR2DL5B*011,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00266,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,KIR2DL5B*00802,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00267,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,KIR2DL5B*00602,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00268,KIR3DP1*00501,KIR3DP1*00501,KIR3DP1*00501,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,KIR3DP1*005,NA,NA,NA,NA,NA,NA,NA
KIR00269,KIR3DP1*0060101,KIR3DP1*0060101,KIR3DP1*0060101,KIR3DP1*0060101,KIR3DP1*0060101,KIR3DP1*0060101,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,KIR3DP1*006,NA,NA,NA,NA,NA,NA,NA
KIR00270,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,KIR2DS2*0010103,NA,NA,NA,NA,NA,NA,NA
KIR00271,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,KIR2DS1*008,NA,NA,NA,NA,NA,NA,NA
KIR00272,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,KIR2DS3*00104,NA,NA,NA,NA,NA,NA,NA
KIR00273,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,KIR2DS3*004,NA,NA,NA,NA,NA,NA,NA
KIR00274,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,KIR2DS4*00103,NA,NA,NA,NA,NA,NA,NA
KIR00275,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,KIR2DS4*009,NA,NA,NA,NA,NA,NA,NA
KIR00276,KIR2DS5*0060101,KIR2DS5*0060101,KIR2DS5*0060101,KIR2DS5*0060101,KIR2DS5*0060101,KIR2DS5*0060101,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,KIR2DS5*006,NA,NA,NA,NA,NA,NA,NA
KIR00277,KIR2DS5*0070101,KIR2DS5*0070101,KIR2DS5*0070101,KIR2DS5*0070101,KIR2DS5*0070101,KIR2DS5*0070101,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,KIR2DS5*007,NA,NA,NA,NA,NA,NA,NA
KIR00278,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*00801,KIR2DS5*008,KIR2DS5*008,NA,NA,NA,NA,NA,NA,NA
KIR00279,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,KIR3DL2*023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00280,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,KIR3DL2*00102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00281,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,KIR3DL2*024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00282,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,KIR3DL2*025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00283,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,KIR3DL2*026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00284,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,KIR3DL2*027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00285,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,KIR3DL2*028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00286,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,KIR3DL2*029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00287,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,KIR3DL2*00302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00288,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,KIR3DL2*030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00289,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,KIR3DL2*031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00290,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,KIR3DL2*032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00291,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,KIR3DL2*033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00292,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,KIR3DL2*034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00293,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,KIR2DP1*0020102,NA,NA,NA,NA,NA,NA,NA
KIR00294,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,KIR2DL1*0030202,NA,NA,NA,NA,NA,NA,NA
KIR00295,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,KIR3DL2*0070102,NA,NA,NA,NA,NA,NA,NA
KIR00296,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,KIR2DS1*0020103,NA,NA,NA,NA,NA,NA,NA
KIR00297,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,KIR2DS5*0020103,NA,NA,NA,NA,NA,NA,NA
KIR00298,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,KIR2DS1*0020102,NA,NA,NA,NA,NA,NA,NA
KIR00299,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,KIR2DS5*0020102,NA,NA,NA,NA,NA,NA,NA
KIR00300,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,KIR2DL5A*0010102,NA,NA,NA,NA,NA,NA,NA
KIR00301,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,KIR2DL5B*0020103,NA,NA,NA,NA,NA,NA,NA
