# file: Allelelist.txt
# date: 2022-12-12
# version: IPD-KIR 2.12.0
# origin: https://github.com/ANHIG/IPDKIR/Allelelist.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allelelist.txt
# author: Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
AlleleID,Allele
KIR00276,KIR2DS5*0060101
KIR01503,KIR2DS5*0060102
KIR00277,KIR2DS5*0070101
KIR01478,KIR2DS5*0070102
KIR00278,KIR2DS5*00801
KIR00339,KIR2DS5*00802
KIR00319,KIR2DS5*009
KIR00432,KIR2DS5*010
KIR00665,KIR2DS5*011
KIR00680,KIR2DS5*01201
KIR00970,KIR2DS5*01202
KIR00822,KIR2DS5*013
KIR00824,KIR2DS5*014
KIR00878,KIR2DS5*015
KIR00893,KIR2DS5*016
KIR00948,KIR2DS5*017
KIR01469,KIR2DS5*018
KIR01471,KIR2DS5*019
KIR01474,KIR2DS5*020
KIR01480,KIR2DS5*0210101
KIR01494,KIR2DS5*0210102
KIR01483,KIR2DS5*022
KIR01486,KIR2DS5*0230101
KIR01519,KIR2DS5*0230102
KIR01487,KIR2DS5*024
KIR01526,KIR2DS5*0250101
KIR01489,KIR2DS5*0250102
KIR01497,KIR2DS5*026
KIR01496,KIR2DS5*0270101
KIR01528,KIR2DS5*0270102
KIR01501,KIR2DS5*028
KIR01506,KIR2DS5*029
KIR01510,KIR2DS5*030
KIR01513,KIR2DS5*031
KIR01516,KIR2DS5*032
KIR01518,KIR2DS5*033
KIR01521,KIR2DS5*034
KIR01522,KIR2DS5*035
KIR01527,KIR2DS5*036
KIR01530,KIR2DS5*037
KIR01584,KIR2DS5*038
KIR00054,KIR3DL1*0010101
KIR00434,KIR3DL1*0010102
KIR00761,KIR3DL1*0010103
KIR00964,KIR3DL1*0010104
KIR00965,KIR3DL1*0010105
KIR01078,KIR3DL1*0010106
KIR01100,KIR3DL1*0010107
KIR01105,KIR3DL1*0010108
KIR01110,KIR3DL1*0010109
KIR01124,KIR3DL1*0010110
KIR01128,KIR3DL1*0010111
KIR00055,KIR3DL1*00102
KIR00809,KIR3DL1*00103
KIR00857,KIR3DL1*00104
KIR00877,KIR3DL1*00105
KIR00056,KIR3DL1*0020101
KIR01071,KIR3DL1*0020102
KIR01117,KIR3DL1*0020103
KIR01057,KIR3DL1*0020104
KIR01058,KIR3DL1*0020105
KIR00058,KIR3DL1*0040101
KIR00758,KIR3DL1*0040102
KIR00762,KIR3DL1*0040103
KIR01049,KIR3DL1*0040104
KIR01050,KIR3DL1*0040105
KIR01093,KIR3DL1*0040106
KIR01097,KIR3DL1*0040107
KIR01114,KIR3DL1*0040108
KIR01119,KIR3DL1*0040109
KIR00059,KIR3DL1*00402
KIR00526,KIR3DL1*00403
KIR00854,KIR3DL1*00404
KIR00060,KIR3DL1*0050101
KIR00456,KIR3DL1*0050102
KIR00707,KIR3DL1*0050103
KIR00716,KIR3DL1*0050104
KIR00718,KIR3DL1*0050105
KIR01045,KIR3DL1*0050106
KIR01054,KIR3DL1*0050107
KIR01067,KIR3DL1*0050108
KIR01092,KIR3DL1*0050109
KIR01102,KIR3DL1*0050110
KIR01120,KIR3DL1*0050111
KIR00160,KIR3DL1*00502
KIR00673,KIR3DL1*00503
KIR00855,KIR3DL1*00504
KIR00873,KIR3DL1*00505
KIR00061,KIR3DL1*006
KIR00062,KIR3DL1*0070101
KIR00639,KIR3DL1*0070102
KIR00712,KIR3DL1*0070103
KIR00714,KIR3DL1*0070104
KIR01103,KIR3DL1*0070105
KIR01109,KIR3DL1*0070106
KIR01610,KIR3DL1*00702
KIR01611,KIR3DL1*00703
KIR00063,KIR3DL1*0080101
KIR01046,KIR3DL1*0080102
KIR00064,KIR3DL1*0090101
KIR01075,KIR3DL1*0090102
KIR01112,KIR3DL1*0090103
KIR01127,KIR3DL1*0090104
KIR00102,KIR3DL1*0150101
KIR00754,KIR3DL1*0150102
KIR00755,KIR3DL1*0150103
KIR00057,KIR3DL1*0150201
KIR00479,KIR3DL1*0150202
KIR00480,KIR3DL1*0150203
KIR00720,KIR3DL1*0150204
KIR00722,KIR3DL1*0150205
KIR00724,KIR3DL1*0150206
KIR00725,KIR3DL1*0150207
KIR00726,KIR3DL1*0150208
KIR00727,KIR3DL1*0150209
KIR00728,KIR3DL1*0150210
KIR00759,KIR3DL1*0150211
KIR00760,KIR3DL1*0150212
KIR00971,KIR3DL1*0150213
KIR01044,KIR3DL1*0150214
KIR01051,KIR3DL1*0150215
KIR01066,KIR3DL1*0150216
KIR01096,KIR3DL1*0150217
KIR01121,KIR3DL1*0150218
KIR00501,KIR3DL1*01503
KIR00676,KIR3DL1*01504
KIR00742,KIR3DL1*01505
KIR00872,KIR3DL1*01506
KIR01626,KIR3DL1*01507
KIR01619,KIR3DL1*01508
KIR00104,KIR3DL1*016
KIR00105,KIR3DL1*01701
KIR00233,KIR3DL1*01702
KIR00106,KIR3DL1*018
KIR00108,KIR3DL1*019
KIR00133,KIR3DL1*0200101
KIR00723,KIR3DL1*0200102
KIR01043,KIR3DL1*0200103
KIR00144,KIR3DL1*021
KIR00145,KIR3DL1*022
KIR00147,KIR3DL1*023
KIR00148,KIR3DL1*024N
KIR00149,KIR3DL1*0250101
KIR00756,KIR3DL1*0250102
KIR00757,KIR3DL1*0250103
KIR00150,KIR3DL1*026
KIR00151,KIR3DL1*02701
KIR00745,KIR3DL1*02702
KIR00152,KIR3DL1*028
KIR00153,KIR3DL1*0290101
KIR00638,KIR3DL1*0290102
KIR00154,KIR3DL1*030
KIR00155,KIR3DL1*0310101
KIR00763,KIR3DL1*0310102
KIR00506,KIR3DL1*03102
KIR00156,KIR3DL1*032
KIR00157,KIR3DL1*033
KIR00158,KIR3DL1*034
KIR00159,KIR3DL1*03501
KIR00747,KIR3DL1*03502
KIR00162,KIR3DL1*036
KIR00163,KIR3DL1*037
KIR00169,KIR3DL1*038
KIR00170,KIR3DL1*039
KIR00171,KIR3DL1*040
KIR00172,KIR3DL1*041
KIR00173,KIR3DL1*042
KIR00174,KIR3DL1*043
KIR00161,KIR3DL1*044
KIR00238,KIR3DL1*051
KIR00239,KIR3DL1*052
KIR00240,KIR3DL1*053
KIR00241,KIR3DL1*054
KIR00250,KIR3DL1*056
KIR00251,KIR3DL1*057
KIR00311,KIR3DL1*05901
KIR00860,KIR3DL1*05902
KIR00312,KIR3DL1*060
KIR00310,KIR3DL1*061
KIR00454,KIR3DL1*062
KIR00455,KIR3DL1*063
KIR00500,KIR3DL1*064
KIR00502,KIR3DL1*065
KIR00503,KIR3DL1*066
KIR00504,KIR3DL1*067
KIR00505,KIR3DL1*068
KIR00508,KIR3DL1*069
KIR00509,KIR3DL1*070
KIR00511,KIR3DL1*071
KIR00527,KIR3DL1*072
KIR00528,KIR3DL1*073
KIR00681,KIR3DL1*074
KIR00679,KIR3DL1*075
KIR00701,KIR3DL1*076
KIR00730,KIR3DL1*077
KIR00743,KIR3DL1*079
KIR00744,KIR3DL1*080
KIR00746,KIR3DL1*081N
KIR00767,KIR3DL1*086
KIR00766,KIR3DL1*087
KIR00810,KIR3DL1*088
KIR00811,KIR3DL1*089
KIR00812,KIR3DL1*090
KIR00813,KIR3DL1*091
KIR00814,KIR3DL1*092
KIR00815,KIR3DL1*093
KIR00816,KIR3DL1*094N
KIR00851,KIR3DL1*095
KIR00866,KIR3DL1*096
KIR00867,KIR3DL1*097
KIR00868,KIR3DL1*098
KIR00869,KIR3DL1*099
KIR00859,KIR3DL1*100
KIR00870,KIR3DL1*101
KIR00875,KIR3DL1*102
KIR00876,KIR3DL1*103
KIR00890,KIR3DL1*109
KIR00958,KIR3DL1*110
KIR00960,KIR3DL1*111
KIR00966,KIR3DL1*112
KIR00974,KIR3DL1*113
KIR00983,KIR3DL1*114
KIR00986,KIR3DL1*115
KIR00987,KIR3DL1*116
KIR00988,KIR3DL1*117
KIR00989,KIR3DL1*118
KIR01060,KIR3DL1*1190101
KIR01086,KIR3DL1*1190102
KIR01622,KIR3DL1*120
KIR01615,KIR3DL1*121
KIR00065,KIR3DL2*0010101
KIR00459,KIR3DL2*0010102
KIR00280,KIR3DL2*00102
KIR00317,KIR3DL2*0010301
KIR00462,KIR3DL2*0010302
KIR00541,KIR3DL2*00104
KIR00796,KIR3DL2*00105
KIR00789,KIR3DL2*00106
KIR00832,KIR3DL2*00107
KIR00937,KIR3DL2*00109
KIR00066,KIR3DL2*0020101
KIR00461,KIR3DL2*0020102
KIR00463,KIR3DL2*0020103
KIR00464,KIR3DL2*0020104
KIR00465,KIR3DL2*0020105
KIR00640,KIR3DL2*0020106
KIR00460,KIR3DL2*00202
KIR00770,KIR3DL2*00203
KIR00847,KIR3DL2*00204
KIR00067,KIR3DL2*00301
KIR00287,KIR3DL2*00302
KIR00774,KIR3DL2*00303
KIR00783,KIR3DL2*00304
KIR00068,KIR3DL2*004
KIR00069,KIR3DL2*00501
KIR00600,KIR3DL2*00502
KIR00070,KIR3DL2*00601
KIR00930,KIR3DL2*00602
KIR00071,KIR3DL2*0070101
KIR00295,KIR3DL2*0070102
KIR00458,KIR3DL2*0070103
KIR00543,KIR3DL2*00702
KIR00778,KIR3DL2*00703
KIR00808,KIR3DL2*00704
KIR00823,KIR3DL2*00705
KIR00841,KIR3DL2*00706
KIR00844,KIR3DL2*00707
KIR00915,KIR3DL2*00708
KIR00927,KIR3DL2*00709
KIR00997,KIR3DL2*00710
KIR01608,KIR3DL2*00711
KIR00072,KIR3DL2*00801
KIR01692,KIR3DL2*00802
KIR00073,KIR3DL2*00901
KIR00134,KIR3DL2*00902
KIR00457,KIR3DL2*00903
KIR00074,KIR3DL2*01001
KIR00784,KIR3DL2*01002
KIR00840,KIR3DL2*01003
KIR00883,KIR3DL2*01004
KIR00075,KIR3DL2*01101
KIR00544,KIR3DL2*01102
KIR00549,KIR3DL2*01103
KIR00076,KIR3DL2*012
KIR00107,KIR3DL2*01301
KIR00597,KIR3DL2*01302
KIR00598,KIR3DL2*01303
KIR00135,KIR3DL2*014
KIR00136,KIR3DL2*015
KIR00137,KIR3DL2*016
KIR00204,KIR3DL2*017
KIR00205,KIR3DL2*018
KIR00206,KIR3DL2*01901
KIR00931,KIR3DL2*01902
KIR00207,KIR3DL2*020
KIR00210,KIR3DL2*021
KIR00237,KIR3DL2*022
KIR00279,KIR3DL2*023
KIR00281,KIR3DL2*024
KIR00282,KIR3DL2*025
KIR00283,KIR3DL2*026
KIR00284,KIR3DL2*027
KIR00285,KIR3DL2*028
KIR00286,KIR3DL2*029
KIR00288,KIR3DL2*030
KIR00289,KIR3DL2*031
KIR00290,KIR3DL2*032
KIR00291,KIR3DL2*033
KIR00292,KIR3DL2*034
KIR00343,KIR3DL2*035
KIR00344,KIR3DL2*036
KIR00345,KIR3DL2*037
KIR00346,KIR3DL2*038
KIR00347,KIR3DL2*039
KIR00348,KIR3DL2*040
KIR00507,KIR3DL2*041
KIR00539,KIR3DL2*042N
KIR00540,KIR3DL2*04301
KIR00936,KIR3DL2*04302
KIR00542,KIR3DL2*044
KIR00545,KIR3DL2*045
KIR00546,KIR3DL2*046
KIR00547,KIR3DL2*047
KIR00548,KIR3DL2*048
KIR00572,KIR3DL2*049
KIR00578,KIR3DL2*050
KIR00580,KIR3DL2*051
KIR00581,KIR3DL2*052
KIR00582,KIR3DL2*053
KIR00583,KIR3DL2*054
KIR00579,KIR3DL2*055
KIR00624,KIR3DL2*056
KIR00599,KIR3DL2*057
KIR00601,KIR3DL2*058
KIR00602,KIR3DL2*059
KIR00603,KIR3DL2*06001
KIR00934,KIR3DL2*06002
KIR00604,KIR3DL2*061
KIR00615,KIR3DL2*06201
KIR00666,KIR3DL2*06202
KIR00702,KIR3DL2*063
KIR00793,KIR3DL2*064
KIR00794,KIR3DL2*065
KIR00795,KIR3DL2*066
KIR00768,KIR3DL2*067
KIR00769,KIR3DL2*068
KIR00771,KIR3DL2*069
KIR00772,KIR3DL2*070
KIR00773,KIR3DL2*071
KIR00775,KIR3DL2*072
KIR00776,KIR3DL2*073
KIR00777,KIR3DL2*074
KIR00779,KIR3DL2*075
KIR00780,KIR3DL2*076
KIR00781,KIR3DL2*077
KIR00782,KIR3DL2*078
KIR00785,KIR3DL2*07901
KIR00929,KIR3DL2*07902
KIR00786,KIR3DL2*080
KIR00787,KIR3DL2*081
KIR00788,KIR3DL2*082
KIR00807,KIR3DL2*083
KIR00825,KIR3DL2*084
KIR00827,KIR3DL2*085
KIR00829,KIR3DL2*086
KIR00831,KIR3DL2*087
KIR00834,KIR3DL2*088
KIR00836,KIR3DL2*089
KIR00838,KIR3DL2*090
KIR00839,KIR3DL2*091
KIR00842,KIR3DL2*092
KIR00843,KIR3DL2*093
KIR00845,KIR3DL2*094
KIR00846,KIR3DL2*095
KIR00848,KIR3DL2*096
KIR00862,KIR3DL2*097
KIR00888,KIR3DL2*098
KIR00908,KIR3DL2*099
KIR00910,KIR3DL2*10001
KIR00938,KIR3DL2*10002
KIR00911,KIR3DL2*101
KIR00916,KIR3DL2*102
KIR00924,KIR3DL2*103
KIR00925,KIR3DL2*104
KIR00926,KIR3DL2*105
KIR00932,KIR3DL2*10601
KIR00933,KIR3DL2*10701
KIR00935,KIR3DL2*10801
KIR00939,KIR3DL2*109
KIR00962,KIR3DL2*11001
KIR00963,KIR3DL2*11002
KIR00998,KIR3DL2*111
KIR00999,KIR3DL2*112
KIR01036,KIR3DL2*113
KIR01037,KIR3DL2*114
KIR01040,KIR3DL2*115
KIR01598,KIR3DL2*116
KIR01689,KIR3DL2*117
KIR00077,KIR3DL3*0010101
KIR01344,KIR3DL3*0010102
KIR01353,KIR3DL3*0010103
KIR01376,KIR3DL3*0010104
KIR00222,KIR3DL3*0010201
KIR01358,KIR3DL3*0010202
KIR01375,KIR3DL3*0010203
KIR00224,KIR3DL3*00103
KIR00550,KIR3DL3*00104
KIR01365,KIR3DL3*00105
KIR00078,KIR3DL3*0020101
KIR01370,KIR3DL3*0020102
KIR00079,KIR3DL3*0020201
KIR01594,KIR3DL3*0020202
KIR01606,KIR3DL3*0020203
KIR01605,KIR3DL3*0020204
KIR00180,KIR3DL3*00203
KIR00178,KIR3DL3*00204
KIR00198,KIR3DL3*00205
KIR00218,KIR3DL3*0020601
KIR01360,KIR3DL3*0020602
KIR01362,KIR3DL3*0020603
KIR01364,KIR3DL3*0020604
KIR01366,KIR3DL3*0020605
KIR00230,KIR3DL3*0020701
KIR01383,KIR3DL3*0020702
KIR00383,KIR3DL3*00208
KIR00554,KIR3DL3*00209
KIR00560,KIR3DL3*00210
KIR00790,KIR3DL3*00211
KIR00080,KIR3DL3*0030101
KIR00303,KIR3DL3*0030102
KIR00482,KIR3DL3*0030103
KIR00642,KIR3DL3*0030104
KIR01330,KIR3DL3*0030105
KIR01334,KIR3DL3*0030106
KIR01335,KIR3DL3*0030107
KIR01336,KIR3DL3*0030108
KIR01355,KIR3DL3*0030109
KIR01531,KIR3DL3*0030112
KIR00559,KIR3DL3*00302
KIR01009,KIR3DL3*00303
KIR01014,KIR3DL3*00304
KIR00081,KIR3DL3*00401
KIR00138,KIR3DL3*0040201
KIR00486,KIR3DL3*0040202
KIR01348,KIR3DL3*0040203
KIR01351,KIR3DL3*0040204
KIR01019,KIR3DL3*00403
KIR00139,KIR3DL3*005
KIR00140,KIR3DL3*0060101
KIR01592,KIR3DL3*0060102
KIR01593,KIR3DL3*0060103
KIR00191,KIR3DL3*00602
KIR01352,KIR3DL3*00603
KIR00141,KIR3DL3*0070101
KIR01590,KIR3DL3*0070102
KIR01591,KIR3DL3*0070103
KIR01607,KIR3DL3*0070104
KIR00142,KIR3DL3*00801
KIR00143,KIR3DL3*00802
KIR00175,KIR3DL3*0090101
KIR00481,KIR3DL3*0090102
KIR00484,KIR3DL3*0090103
KIR01332,KIR3DL3*0090104
KIR01338,KIR3DL3*0090105
KIR01371,KIR3DL3*0090106
KIR01379,KIR3DL3*0090107
KIR00223,KIR3DL3*00902
KIR00382,KIR3DL3*00903
KIR00563,KIR3DL3*00904
KIR00612,KIR3DL3*00905
KIR01003,KIR3DL3*00906
KIR00181,KIR3DL3*01001
KIR00533,KIR3DL3*01002
KIR00923,KIR3DL3*01003
KIR01345,KIR3DL3*01004
KIR00182,KIR3DL3*01101
KIR00188,KIR3DL3*01102
KIR00977,KIR3DL3*01103
KIR00976,KIR3DL3*01104
KIR01021,KIR3DL3*01105
KIR00179,KIR3DL3*012
KIR00176,KIR3DL3*01301
KIR00183,KIR3DL3*01302
KIR00184,KIR3DL3*01303
KIR00185,KIR3DL3*01304
KIR00221,KIR3DL3*01305
KIR00231,KIR3DL3*01306
KIR00225,KIR3DL3*01307
KIR00556,KIR3DL3*01308
KIR00565,KIR3DL3*01309
KIR00177,KIR3DL3*01401
KIR00186,KIR3DL3*0140201
KIR00485,KIR3DL3*0140202
KIR00626,KIR3DL3*0140203
KIR01333,KIR3DL3*0140204
KIR01340,KIR3DL3*0140205
KIR01377,KIR3DL3*0140206
KIR00187,KIR3DL3*01403
KIR00228,KIR3DL3*01404
KIR00234,KIR3DL3*01405
KIR00381,KIR3DL3*01406
KIR00558,KIR3DL3*01407
KIR00613,KIR3DL3*01408
KIR01006,KIR3DL3*01409
KIR01012,KIR3DL3*01410
KIR01028,KIR3DL3*01411
KIR01032,KIR3DL3*01412
KIR01337,KIR3DL3*01413
KIR01367,KIR3DL3*01414
KIR00189,KIR3DL3*01501
KIR00384,KIR3DL3*01502
KIR01042,KIR3DL3*01503
KIR00190,KIR3DL3*01601
KIR00386,KIR3DL3*01602
KIR00192,KIR3DL3*01701
KIR01013,KIR3DL3*01702
KIR00193,KIR3DL3*01801
KIR00608,KIR3DL3*01802
KIR00194,KIR3DL3*019
KIR00195,KIR3DL3*020
KIR00196,KIR3DL3*02101
KIR00215,KIR3DL3*02102
KIR00197,KIR3DL3*022
KIR00216,KIR3DL3*023
KIR00217,KIR3DL3*0250101
KIR00385,KIR3DL3*02502
KIR00219,KIR3DL3*02601
KIR00919,KIR3DL3*02602
KIR00220,KIR3DL3*02701
KIR00513,KIR3DL3*02702
KIR00553,KIR3DL3*02703
KIR01017,KIR3DL3*02704
KIR01022,KIR3DL3*02705
KIR00226,KIR3DL3*02801
KIR01346,KIR3DL3*02802
KIR00227,KIR3DL3*029
KIR00229,KIR3DL3*030
KIR00235,KIR3DL3*031
KIR00379,KIR3DL3*032
KIR00380,KIR3DL3*033
KIR00387,KIR3DL3*034
KIR00388,KIR3DL3*035
KIR00483,KIR3DL3*036
KIR00514,KIR3DL3*037
KIR00515,KIR3DL3*038
KIR00516,KIR3DL3*039
KIR00517,KIR3DL3*040
KIR00551,KIR3DL3*0410101
KIR01380,KIR3DL3*0410102
KIR01361,KIR3DL3*0410103
KIR00552,KIR3DL3*042
KIR00555,KIR3DL3*043
KIR00557,KIR3DL3*044
KIR00561,KIR3DL3*045
KIR00562,KIR3DL3*046
KIR00564,KIR3DL3*047
KIR00641,KIR3DL3*04801
KIR00917,KIR3DL3*04802
KIR00605,KIR3DL3*04901
KIR00791,KIR3DL3*04902
KIR00606,KIR3DL3*050
KIR00607,KIR3DL3*051
KIR00609,KIR3DL3*052
KIR00610,KIR3DL3*053
KIR00611,KIR3DL3*054
KIR00614,KIR3DL3*055
KIR00662,KIR3DL3*056
KIR00669,KIR3DL3*057
KIR00792,KIR3DL3*058
KIR00833,KIR3DL3*059
KIR00835,KIR3DL3*060
KIR00837,KIR3DL3*061
KIR00920,KIR3DL3*062
KIR00918,KIR3DL3*063
KIR00921,KIR3DL3*064
KIR00922,KIR3DL3*065
KIR00940,KIR3DL3*066
KIR00941,KIR3DL3*067
KIR00942,KIR3DL3*068
KIR00943,KIR3DL3*069
KIR00944,KIR3DL3*070
KIR00975,KIR3DL3*071
KIR01000,KIR3DL3*072
KIR01001,KIR3DL3*073
KIR01002,KIR3DL3*074
KIR01004,KIR3DL3*075
KIR01005,KIR3DL3*076
KIR01007,KIR3DL3*077
KIR01008,KIR3DL3*078
KIR01010,KIR3DL3*079
KIR01011,KIR3DL3*080N
KIR01015,KIR3DL3*081
KIR01016,KIR3DL3*082
KIR01018,KIR3DL3*083
KIR01020,KIR3DL3*084
KIR01023,KIR3DL3*085
KIR01024,KIR3DL3*086
KIR01025,KIR3DL3*087
KIR01026,KIR3DL3*088
KIR01027,KIR3DL3*089
KIR01029,KIR3DL3*090
KIR01030,KIR3DL3*091
KIR01031,KIR3DL3*092
KIR01033,KIR3DL3*093
KIR01034,KIR3DL3*094
KIR01329,KIR3DL3*095
KIR01341,KIR3DL3*096
KIR01342,KIR3DL3*097
KIR01343,KIR3DL3*098
KIR01349,KIR3DL3*099
KIR01350,KIR3DL3*100
KIR01356,KIR3DL3*101
KIR01369,KIR3DL3*102
KIR01372,KIR3DL3*103
KIR01373,KIR3DL3*104
KIR01378,KIR3DL3*105
KIR01381,KIR3DL3*106
KIR01359,KIR3DL3*10701
KIR01354,KIR3DL3*10801
KIR01382,KIR3DL3*10802
KIR01363,KIR3DL3*1090101
KIR01374,KIR3DL3*1100101
KIR01384,KIR3DL3*111
KIR01587,KIR3DL3*112
KIR01589,KIR3DL3*113
KIR01600,KIR3DL3*114
KIR01685,KIR3DL3*115
KIR00087,KIR3DP1*001
KIR00093,KIR3DP1*002
KIR00088,KIR3DP1*0030101
KIR00467,KIR3DP1*0030102
KIR01447,KIR3DP1*0030103
KIR00094,KIR3DP1*0030201
KIR00466,KIR3DP1*0030202
KIR00468,KIR3DP1*0030203
KIR00469,KIR3DP1*0030204
KIR00627,KIR3DP1*0030205
KIR00643,KIR3DP1*0030206
KIR01386,KIR3DP1*0030207
KIR01402,KIR3DP1*0030208
KIR01404,KIR3DP1*0030209
KIR01418,KIR3DP1*0030210
KIR01430,KIR3DP1*0030211
KIR01433,KIR3DP1*0030212
KIR01435,KIR3DP1*0030213
KIR01436,KIR3DP1*0030214
KIR01441,KIR3DP1*0030215
KIR01457,KIR3DP1*0030216
KIR01458,KIR3DP1*0030217
KIR00470,KIR3DP1*00303
KIR00471,KIR3DP1*0030401
KIR00629,KIR3DP1*0030402
KIR01387,KIR3DP1*00305
KIR01434,KIR3DP1*0030601
KIR01395,KIR3DP1*0030602
KIR01401,KIR3DP1*00307
KIR01422,KIR3DP1*00308
KIR01425,KIR3DP1*00309
KIR01428,KIR3DP1*00310
KIR01442,KIR3DP1*00311
KIR01454,KIR3DP1*00312
KIR00091,KIR3DP1*004
KIR00268,KIR3DP1*005
KIR00269,KIR3DP1*0060101
KIR01407,KIR3DP1*0060102
KIR01431,KIR3DP1*0060103
KIR01437,KIR3DP1*0060104
KIR01403,KIR3DP1*00602
KIR01438,KIR3DP1*0060301
KIR01406,KIR3DP1*0060302
KIR01385,KIR3DP1*00604
KIR01444,KIR3DP1*00605
KIR00309,KIR3DP1*007
KIR00472,KIR3DP1*008
KIR00492,KIR3DP1*0090101
KIR00494,KIR3DP1*0090102
KIR00495,KIR3DP1*0090103
KIR00493,KIR3DP1*00902
KIR00628,KIR3DP1*0100101
KIR01449,KIR3DP1*0100102
KIR00864,KIR3DP1*01002
KIR01394,KIR3DP1*01003
KIR01455,KIR3DP1*01004
KIR01466,KIR3DP1*01005
KIR00696,KIR3DP1*011
KIR00700,KIR3DP1*012
KIR00698,KIR3DP1*013
KIR00705,KIR3DP1*0140101
KIR01416,KIR3DP1*0140102
KIR01400,KIR3DP1*0140103
KIR00863,KIR3DP1*0150101
KIR01443,KIR3DP1*0150102
KIR01461,KIR3DP1*0150103
KIR01410,KIR3DP1*01502
KIR01388,KIR3DP1*016
KIR01389,KIR3DP1*017
KIR01391,KIR3DP1*018
KIR01392,KIR3DP1*019
KIR01393,KIR3DP1*020
KIR01397,KIR3DP1*021
KIR01398,KIR3DP1*022
KIR01399,KIR3DP1*023
KIR01405,KIR3DP1*024
KIR01408,KIR3DP1*025
KIR01409,KIR3DP1*026
KIR01412,KIR3DP1*0270101
KIR01423,KIR3DP1*0270102
KIR01460,KIR3DP1*0280101
KIR01413,KIR3DP1*0280102
KIR01414,KIR3DP1*029
KIR01415,KIR3DP1*030
KIR01417,KIR3DP1*031
KIR01456,KIR3DP1*0320101
KIR01419,KIR3DP1*0320102
KIR01459,KIR3DP1*0320103
KIR01420,KIR3DP1*033
KIR01421,KIR3DP1*034
KIR01424,KIR3DP1*035
KIR01426,KIR3DP1*036
KIR01427,KIR3DP1*037
KIR01429,KIR3DP1*038
KIR01432,KIR3DP1*039
KIR01439,KIR3DP1*040
KIR01440,KIR3DP1*041
KIR01445,KIR3DP1*042
KIR01446,KIR3DP1*043
KIR01448,KIR3DP1*044
KIR01450,KIR3DP1*045
KIR01451,KIR3DP1*046
KIR01452,KIR3DP1*047
KIR01453,KIR3DP1*048
KIR01462,KIR3DP1*049
KIR01463,KIR3DP1*050
KIR01464,KIR3DP1*051
KIR01465,KIR3DP1*052
KIR00082,KIR3DS1*010
KIR00083,KIR3DS1*011
KIR00084,KIR3DS1*012
KIR00085,KIR3DS1*0130101
KIR00489,KIR3DS1*0130102
KIR00488,KIR3DS1*0130103
KIR00708,KIR3DS1*0130104
KIR00709,KIR3DS1*0130105
KIR00710,KIR3DS1*0130106
KIR00711,KIR3DS1*0130107
KIR00713,KIR3DS1*0130108
KIR00715,KIR3DS1*0130109
KIR00717,KIR3DS1*0130110
KIR00719,KIR3DS1*0130111
KIR01641,KIR3DS1*0130112
KIR01672,KIR3DS1*0130113
KIR01635,KIR3DS1*0130114
KIR01638,KIR3DS1*0130115
KIR01678,KIR3DS1*0130116
KIR01631,KIR3DS1*0130117
KIR01667,KIR3DS1*0130118
KIR01659,KIR3DS1*0130119
KIR01648,KIR3DS1*0130120
KIR01653,KIR3DS1*0130121
KIR01661,KIR3DS1*0130122
KIR01656,KIR3DS1*0130123
KIR01657,KIR3DS1*0130124
KIR01662,KIR3DS1*0130125
KIR01654,KIR3DS1*0130126
KIR01633,KIR3DS1*0130127
KIR01670,KIR3DS1*0130128
KIR01634,KIR3DS1*0130129
KIR01629,KIR3DS1*0130130
KIR01644,KIR3DS1*0130131
KIR01674,KIR3DS1*0130132
KIR00164,KIR3DS1*01302
KIR00667,KIR3DS1*01303
KIR00853,KIR3DS1*01304
KIR00887,KIR3DS1*01305
KIR00891,KIR3DS1*01306
KIR00896,KIR3DS1*01307
KIR01639,KIR3DS1*01308
KIR01666,KIR3DS1*01309
KIR01665,KIR3DS1*01310
KIR01649,KIR3DS1*01311
KIR01651,KIR3DS1*01312
KIR01658,KIR3DS1*01313
KIR01664,KIR3DS1*01314
KIR00086,KIR3DS1*014
KIR00165,KIR3DS1*045
KIR00166,KIR3DS1*046
KIR00167,KIR3DS1*047
KIR00168,KIR3DS1*048
KIR00146,KIR3DS1*04901N
KIR01630,KIR3DS1*04902N
KIR00236,KIR3DS1*050
KIR00243,KIR3DS1*055
KIR00261,KIR3DS1*058
KIR00751,KIR3DS1*078
KIR00749,KIR3DS1*082
KIR00750,KIR3DS1*083
KIR00752,KIR3DS1*084
KIR00753,KIR3DS1*085
KIR00852,KIR3DS1*104
KIR00856,KIR3DS1*105
KIR00858,KIR3DS1*106
KIR00871,KIR3DS1*107
KIR00874,KIR3DS1*108
KIR01675,KIR3DS1*122
KIR01676,KIR3DS1*1230101
KIR01673,KIR3DS1*1230102
KIR01642,KIR3DS1*1230103
KIR01677,KIR3DS1*1240101
KIR01650,KIR3DS1*1240102
KIR01679,KIR3DS1*1250101
KIR01643,KIR3DS1*1250102
KIR01637,KIR3DS1*126
KIR01645,KIR3DS1*1270101
KIR01671,KIR3DS1*1270102
KIR01636,KIR3DS1*1280101
KIR01655,KIR3DS1*1280102
KIR01632,KIR3DS1*129
KIR01680,KIR3DS1*1300101
KIR01663,KIR3DS1*1300102
