# file: Allelelist.280.txt
# date: 2018-11-30
# version: IPD-KIR 2.8.0
# origin: https://github.com/ANHIG/IPDKIR/Allelelist.280.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allelelist.280.txt
# author: WHO, Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
AlleleID,Allele
KIR00228,KIR3DL3*01404
KIR00234,KIR3DL3*01405
KIR00381,KIR3DL3*01406
KIR00558,KIR3DL3*01407
KIR00613,KIR3DL3*01408
KIR01006,KIR3DL3*01409
KIR01012,KIR3DL3*01410
KIR01028,KIR3DL3*01411
KIR01032,KIR3DL3*01412
KIR00189,KIR3DL3*01501
KIR00384,KIR3DL3*01502
KIR00190,KIR3DL3*01601
KIR00386,KIR3DL3*01602
KIR00192,KIR3DL3*01701
KIR01013,KIR3DL3*01702
KIR00193,KIR3DL3*01801
KIR00608,KIR3DL3*01802
KIR00194,KIR3DL3*019
KIR00195,KIR3DL3*020
KIR00196,KIR3DL3*02101
KIR00215,KIR3DL3*02102
KIR00197,KIR3DL3*022
KIR00216,KIR3DL3*023
KIR00217,KIR3DL3*0250101
KIR00385,KIR3DL3*02502
KIR00219,KIR3DL3*02601
KIR00919,KIR3DL3*02602
KIR00220,KIR3DL3*02701
KIR00513,KIR3DL3*02702
KIR00553,KIR3DL3*02703
KIR01017,KIR3DL3*02704
KIR01022,KIR3DL3*02705
KIR00226,KIR3DL3*028
KIR00227,KIR3DL3*029
KIR00229,KIR3DL3*030
KIR00235,KIR3DL3*031
KIR00379,KIR3DL3*032
KIR00380,KIR3DL3*033
KIR00387,KIR3DL3*034
KIR00388,KIR3DL3*035
KIR00483,KIR3DL3*036
KIR00514,KIR3DL3*037
KIR00515,KIR3DL3*038
KIR00516,KIR3DL3*039
KIR00517,KIR3DL3*040
KIR00551,KIR3DL3*041
KIR00552,KIR3DL3*042
KIR00555,KIR3DL3*043
KIR00557,KIR3DL3*044
KIR00561,KIR3DL3*045
KIR00562,KIR3DL3*046
KIR00564,KIR3DL3*047
KIR00641,KIR3DL3*04801
KIR00917,KIR3DL3*04802
KIR00605,KIR3DL3*04901
KIR00791,KIR3DL3*04902
KIR00606,KIR3DL3*050
KIR00607,KIR3DL3*051
KIR00609,KIR3DL3*052
KIR00610,KIR3DL3*053
KIR00611,KIR3DL3*054
KIR00614,KIR3DL3*055
KIR00662,KIR3DL3*056
KIR00669,KIR3DL3*057
KIR00792,KIR3DL3*058
KIR00833,KIR3DL3*059
KIR00835,KIR3DL3*060
KIR00837,KIR3DL3*061
KIR00920,KIR3DL3*062
KIR00918,KIR3DL3*063
KIR00921,KIR3DL3*064
KIR00922,KIR3DL3*065
KIR00940,KIR3DL3*066
KIR00941,KIR3DL3*067
KIR00942,KIR3DL3*068
KIR00943,KIR3DL3*069
KIR00944,KIR3DL3*070
KIR00975,KIR3DL3*071
KIR01000,KIR3DL3*072
KIR01001,KIR3DL3*073
KIR01002,KIR3DL3*074
KIR01004,KIR3DL3*075
KIR01005,KIR3DL3*076
KIR01007,KIR3DL3*077
KIR01008,KIR3DL3*078
KIR01010,KIR3DL3*079
KIR01011,KIR3DL3*080N
KIR01015,KIR3DL3*081
KIR01016,KIR3DL3*082
KIR01018,KIR3DL3*083
KIR01020,KIR3DL3*084
KIR01023,KIR3DL3*085
KIR01024,KIR3DL3*086
KIR01025,KIR3DL3*087
KIR01026,KIR3DL3*088
KIR01027,KIR3DL3*089
KIR01029,KIR3DL3*090
KIR01030,KIR3DL3*091
KIR01031,KIR3DL3*092
KIR01033,KIR3DL3*093
KIR01034,KIR3DL3*094
KIR00087,KIR3DP1*001
KIR00093,KIR3DP1*002
KIR00088,KIR3DP1*0030101
KIR00467,KIR3DP1*0030102
KIR00094,KIR3DP1*0030201
KIR00466,KIR3DP1*0030202
KIR00468,KIR3DP1*0030203
KIR00469,KIR3DP1*0030204
KIR00627,KIR3DP1*0030205
KIR00643,KIR3DP1*0030206
KIR00470,KIR3DP1*00303
KIR00471,KIR3DP1*0030401
KIR00629,KIR3DP1*0030402
KIR00091,KIR3DP1*004
KIR00268,KIR3DP1*005
KIR00269,KIR3DP1*006
KIR00309,KIR3DP1*007
KIR00472,KIR3DP1*008
KIR00492,KIR3DP1*0090101
KIR00494,KIR3DP1*0090102
KIR00495,KIR3DP1*0090103
KIR00493,KIR3DP1*00902
KIR00628,KIR3DP1*01001
KIR00864,KIR3DP1*01002
KIR00696,KIR3DP1*011
KIR00700,KIR3DP1*012
KIR00698,KIR3DP1*013
KIR00705,KIR3DP1*014
KIR00863,KIR3DP1*015
KIR00082,KIR3DS1*010
KIR00083,KIR3DS1*011
KIR00084,KIR3DS1*012
KIR00085,KIR3DS1*0130101
KIR00489,KIR3DS1*0130102
KIR00488,KIR3DS1*0130103
KIR00708,KIR3DS1*0130104
KIR00709,KIR3DS1*0130105
KIR00710,KIR3DS1*0130106
KIR00711,KIR3DS1*0130107
KIR00713,KIR3DS1*0130108
KIR00715,KIR3DS1*0130109
KIR00717,KIR3DS1*0130110
KIR00719,KIR3DS1*0130111
KIR00164,KIR3DS1*01302
KIR00667,KIR3DS1*01303
KIR00853,KIR3DS1*01304
KIR00887,KIR3DS1*01305
KIR00891,KIR3DS1*01306
KIR00896,KIR3DS1*01307
KIR00086,KIR3DS1*014
KIR00165,KIR3DS1*045
KIR00166,KIR3DS1*046
KIR00167,KIR3DS1*047
KIR00168,KIR3DS1*048
KIR00146,KIR3DS1*049N
KIR00236,KIR3DS1*050
KIR00243,KIR3DS1*055
KIR00261,KIR3DS1*058
KIR00751,KIR3DS1*078
KIR00749,KIR3DS1*082
KIR00750,KIR3DS1*083
KIR00752,KIR3DS1*084
KIR00753,KIR3DS1*085
KIR00852,KIR3DS1*104
KIR00856,KIR3DS1*105
KIR00858,KIR3DS1*106
KIR00871,KIR3DS1*107
KIR00874,KIR3DS1*108
